year,round,pick,team_name,player_name,position,season_points
2023,13,123,The Deshaun Rub Down,Dalton Schultz,TE,141.3
2023,13,124,OBtoshi Nakamoto,JuJu Smith-Schuster,WR,61.0
2023,13,125,Broken Football,Ryan Tannehill,QB,57.14
2023,13,126,Front Gate Dragon,Samaje Perine,RB,115.3
2023,13,127,Sportins Squad,Odell Beckham Jr.,WR,107.5
2023,13,128,🍆🐒💨,Zach Charbonnet,RB,98.1
2023,13,129,Lord of Lakengren,Mike Williams,WR,50.2
2023,13,130,Chili Cheese Burritos,Brandin Cooks,WR,157.0
2023,14,131,Chili Cheese Burritos,Ezekiel Elliott,RB,161.4
2023,14,132,Lord of Lakengren,Tank Bigsby,RB,21.2
2023,14,133,🍆🐒💨,Dallas,DEF,162.0
2023,14,134,Sportins Squad,Treylon Burks,WR,39.9
2023,14,135,Front Gate Dragon,Jameson Williams,WR,80.3
2023,14,136,Broken Football,De'Von Achane,RB,177.6
2023,14,137,OBtoshi Nakamoto,Damien Harris,RB,19.0
2023,14,138,The Deshaun Rub Down,Cole Kmet,TE,174.0
2023,14,139,King Of The North,Allen Lazard,WR,60.1
2023,14,140,Michael's Neat Team,San Francisco,DEF,137.0
2023,15,141,Michael's Neat Team,Courtland Sutton,WR,189.0
2023,15,142,King Of The North,Harrison Butker,K,146.0
2023,15,143,The Deshaun Rub Down,Philadelphia,DEF,96.0
2023,15,144,OBtoshi Nakamoto,Buffalo,DEF,147.0
2023,15,145,Broken Football,Daniel Carlson,K,111.0
2023,15,146,Front Gate Dragon,New England,DEF,106.0
2023,15,147,Sportins Squad,Evan McPherson,K,132.0
2023,15,148,🍆🐒💨,Younghoe Koo,K,133.0
2023,15,149,Lord of Lakengren,Tyler Bass,K,130.0
2023,15,150,Chili Cheese Burritos,Cincinnati,DEF,110.0
2023,16,151,Chili Cheese Burritos,Riley Patterson,K,91.0
2023,16,152,Lord of Lakengren,New York,DEF,139.0
2023,16,153,🍆🐒💨,Baker Mayfield,QB,284.81
2023,16,154,Sportins Squad,Miami,DEF,143.0
2023,16,155,Front Gate Dragon,Jason Myers,K,151.0
2023,16,156,Broken Football,Baltimore,DEF,166.0
2023,16,157,OBtoshi Nakamoto,Brandon McManus,K,137.0
2023,16,158,The Deshaun Rub Down,Jason Sanders,K,144.0
2023,16,159,King Of The North,Cleveland,DEF,153.0
2023,16,160,Michael's Neat Team,Jake Ferguson,TE,164.2
2024,1,1,Michael's Neat Team,Patrick Mahomes,QB,295.74
2024,1,2,The Deshaun Rub Down,Josh Allen,QB,397.73
2024,1,3,Munchin’ 🐱,Jalen Hurts,QB,322.09000000000003
2024,1,4,Lord of Lakengren,CeeDee Lamb,WR,263.40000000000003
2024,1,5,Front Gate Dragon,Christian McCaffrey,RB,47.800000000000004
2024,1,6,Sportins Squad,Tyreek Hill,WR,214.2
2024,1,7,OBtoshi Nakamoto,Lamar Jackson,QB,445.85
2024,1,8,King Of The North,Joe Burrow,QB,397.43
2024,1,9,Broken Football,Amon-Ra St. Brown,WR,304.40999999999997
2024,1,10,Chili Cheese Burritos,Dak Prescott,QB,118.74
2024,2,11,Chili Cheese Burritos,Anthony Richardson Sr.,QB,161.22
2024,2,12,Broken Football,Jonathan Taylor,RB,219.7
2024,2,13,King Of The North,Ja'Marr Chase,WR,377.4
2024,2,14,OBtoshi Nakamoto,Breece Hall,RB,222.70000000000002
2024,2,15,Sportins Squad,Bijan Robinson,RB,310.40000000000003
2024,2,16,Front Gate Dragon,Justin Jefferson,WR,308.86
2024,2,17,Lord of Lakengren,A.J. Brown,WR,216.9
2024,2,18,Munchin’ 🐱,Saquon Barkley,RB,355.3
2024,2,19,The Deshaun Rub Down,Puka Nacua,WR,206.6
2024,2,20,Michael's Neat Team,Jahmyr Gibbs,RB,316.90000000000003
2024,3,21,Michael's Neat Team,Travis Kelce,TE,195.4
2024,3,22,The Deshaun Rub Down,Marvin Harrison Jr.,WR,179.2
2024,3,23,Munchin’ 🐱,Garrett Wilson,WR,242.8
2024,3,24,Lord of Lakengren,Jayden Daniels,QB,366.3
2024,3,25,Front Gate Dragon,Kyren Williams,RB,272.1
2024,3,26,Sportins Squad,Sam LaPorta,TE,161.3
2024,3,27,OBtoshi Nakamoto,Joe Mixon,RB,236.7
2024,3,28,King Of The North,Derrick Henry,RB,306.3
2024,3,29,Broken Football,Deebo Samuel,WR,153.6
2024,3,30,Chili Cheese Burritos,Travis Etienne Jr.,RB,121.2
2024,4,31,Chili Cheese Burritos,Davante Adams,WR,220.5
2024,4,32,Broken Football,Tua Tagovailoa,QB,190.91
2024,4,33,King Of The North,Trevor Lawrence,QB,146.75
2024,4,34,OBtoshi Nakamoto,Mike Evans,WR,222.5
2024,4,35,Sportins Squad,Jared Goff,QB,343.24
2024,4,36,Front Gate Dragon,Caleb Williams,QB,247.69
2024,4,37,Lord of Lakengren,Kirk Cousins,QB,177.24
2024,4,38,Munchin’ 🐱,Josh Jacobs,RB,281.5
2024,4,39,The Deshaun Rub Down,Justin Herbert,QB,264.12
2024,4,40,Michael's Neat Team,Matthew Stafford,QB,216.96
2024,5,41,Michael's Neat Team,Rashee Rice,WR,64.9
2024,5,42,The Deshaun Rub Down,Rachaad White,RB,199.60000000000002
2024,5,43,Munchin’ 🐱,Trey McBride,TE,230.3
2024,5,44,Lord of Lakengren,Kenneth Walker III,RB,181.2
2024,5,45,Front Gate Dragon,Cooper Kupp,WR,175.0
2024,5,46,Sportins Squad,James Cook,RB,257.90000000000003
2024,5,47,OBtoshi Nakamoto,Drake London,WR,240.1
2024,5,48,King Of The North,Chris Olave,WR,76.7
2024,5,49,Broken Football,D'Andre Swift,RB,202.0
2024,5,50,Chili Cheese Burritos,Mark Andrews,TE,173.4
2024,6,51,Chili Cheese Burritos,Michael Pittman Jr.,WR,152.6
2024,6,52,Broken Football,Jaylen Waddle,WR,140.6
2024,6,53,King Of The North,Nico Collins,WR,195.8
2024,6,54,OBtoshi Nakamoto,DJ Moore,WR,216.0
2024,6,55,Sportins Squad,Stefon Diggs,WR,121.78999999999999
2024,6,56,Front Gate Dragon,Dalton Kincaid,TE,100.8
2024,6,57,Lord of Lakengren,James Conner,RB,253.8
2024,6,58,Munchin’ 🐱,DK Metcalf,WR,176.9
2024,6,59,The Deshaun Rub Down,George Kittle,TE,231.9
2024,6,60,Michael's Neat Team,Isiah Pacheco,RB,56.900000000000006
2024,7,61,Michael's Neat Team,Amari Cooper,WR,122.7
2024,7,62,The Deshaun Rub Down,Rhamondre Stevenson,RB,175.9
2024,7,63,Munchin’ 🐱,Kyler Murray,QB,267.27
2024,7,64,Lord of Lakengren,Kyle Pitts Sr.,TE,127.7
2024,7,65,Front Gate Dragon,Malik Nabers,WR,256.20000000000005
2024,7,66,Sportins Squad,Keon Coleman,WR,105.5
2024,7,67,OBtoshi Nakamoto,Evan Engram,TE,89.5
2024,7,68,King Of The North,DeVonta Smith,WR,199.4
2024,7,69,Broken Football,Jake Ferguson,TE,101.2
2024,7,70,Chili Cheese Burritos,Alvin Kamara,RB,265.3
2024,8,71,Chili Cheese Burritos,Brandon Aiyuk,WR,62.400000000000006
2024,8,72,Broken Football,Javonte Williams,RB,147.1
2024,8,73,King Of The North,Aaron Jones Sr.,RB,229.10000000000002
2024,8,74,OBtoshi Nakamoto,Jaylen Warren,RB,122.0
2024,8,75,Sportins Squad,David Montgomery,RB,223.69
2024,8,76,Front Gate Dragon,Raheem Mostert,RB,70.9
2024,8,77,Lord of Lakengren,Aaron Rodgers,QB,243.39000000000001
2024,8,78,Munchin’ 🐱,Nick Chubb,RB,63.3
2024,8,79,The Deshaun Rub Down,Zamir White,RB,29.3
2024,8,80,Michael's Neat Team,Najee Harris,RB,189.0
2024,9,81,Michael's Neat Team,Tank Dell,WR,140.0
2024,9,82,The Deshaun Rub Down,Deshaun Watson,QB,75.24000000000001
2024,9,83,Munchin’ 🐱,Tee Higgins,WR,212.8
2024,9,84,Lord of Lakengren,Zay Flowers,WR,206.4
2024,9,85,Front Gate Dragon,Brock Purdy,QB,268.21999999999997
2024,9,86,Sportins Squad,Jordan Love,QB,247.9
2024,9,87,OBtoshi Nakamoto,Devin Singletary,RB,93.9
2024,9,88,King Of The North,Tony Pollard,RB,194.5
2024,9,89,Broken Football,Baker Mayfield,QB,379.37
2024,9,90,Chili Cheese Burritos,Christian Kirk,WR,70.9
2024,10,91,Chili Cheese Burritos,Zack Moss,RB,81.9
2024,10,92,Broken Football,Christian Watson,WR,105.3
2024,10,93,King Of The North,David Njoku,TE,148.5
2024,10,94,OBtoshi Nakamoto,C.J. Stroud,QB,215.61
2024,10,95,Sportins Squad,Geno Smith,QB,232.70999999999998
2024,10,96,Front Gate Dragon,Terry McLaurin,WR,247.60000000000002
2024,10,97,Lord of Lakengren,Brian Robinson Jr.,RB,157.2
2024,10,98,Munchin’ 🐱,Chris Godwin,WR,137.8
2024,10,99,The Deshaun Rub Down,George Pickens,WR,163.4
2024,10,100,Michael's Neat Team,Austin Ekeler,RB,127.10000000000001
2024,11,101,Michael's Neat Team,Jayden Reed,WR,191.9
2024,11,102,The Deshaun Rub Down,Rome Odunze,WR,141.1
2024,11,103,Munchin’ 🐱,Jonathon Brooks,RB,7.5
2024,11,104,Lord of Lakengren,Keenan Allen,WR,180.9
2024,11,105,Front Gate Dragon,Daniel Jones,QB,130.6
2024,11,106,Sportins Squad,Tyler Lockett,WR,116.2
2024,11,107,OBtoshi Nakamoto,Jaxon Smith-Njigba,WR,247.35
2024,11,108,King Of The North,Sam Darnold,QB,328.79
2024,11,109,Broken Football,Ladd McConkey,WR,224.4
2024,11,110,Chili Cheese Burritos,Tyjae Spears,RB,113.6
2024,12,111,Chili Cheese Burritos,Xavier Worthy,WR,187.2
2024,12,112,Broken Football,Bo Nix,QB,299.12
2024,12,113,King Of The North,Cleveland,DEF,82.0
2024,12,114,OBtoshi Nakamoto,Russell Wilson,QB,167.92
2024,12,115,Sportins Squad,Romeo Doubs,WR,132.1
2024,12,116,Front Gate Dragon,Brock Bowers,TE,247.70000000000002
2024,12,117,Lord of Lakengren,Hollywood Brown,WR,18.1
2024,12,118,Munchin’ 🐱,Bryce Young,QB,161.06
2024,12,119,The Deshaun Rub Down,Jerome Ford,RB,134.0
2024,12,120,Michael's Neat Team,Chuba Hubbard,RB,241.60000000000002
2024,13,121,Michael's Neat Team,Gardner Minshew,QB,94.19
2024,13,122,The Deshaun Rub Down,San Francisco,DEF,88.0
2024,13,123,Munchin’ 🐱,Gus Edwards,RB,64.1
2024,13,124,Lord of Lakengren,Will Levis,QB,112.98
2024,13,125,Front Gate Dragon,Blake Corum,RB,30.3
2024,13,126,Sportins Squad,Ezekiel Elliott,RB,57.5
2024,13,127,OBtoshi Nakamoto,Dallas,DEF,103.0
2024,13,128,King Of The North,Drake Maye,QB,184.38
2024,13,129,Broken Football,De'Von Achane,RB,281.8
2024,13,130,Chili Cheese Burritos,Unknown Player,Unknown,0.0
2024,14,131,Chili Cheese Burritos,Justin Fields,QB,118.08
2024,14,132,Broken Football,Calvin Ridley,WR,188.9
2024,14,133,King Of The North,Tyler Allgeier,RB,97.3
2024,14,134,OBtoshi Nakamoto,Harrison Butker,K,100.0
2024,14,135,Sportins Squad,Justin Tucker,K,138.0
2024,14,136,Front Gate Dragon,Baltimore,DEF,104.0
2024,14,137,Lord of Lakengren,Rico Dowdle,RB,181.4
2024,14,138,Munchin’ 🐱,Las Vegas,DEF,71.0
2024,14,139,The Deshaun Rub Down,Derek Carr,QB,159.45
2024,14,140,Michael's Neat Team,Brandon Aubrey,K,178.0
2024,15,141,Michael's Neat Team,Chase Brown,RB,255.0
2024,15,142,The Deshaun Rub Down,Trey Benson,RB,47.0
2024,15,143,Munchin’ 🐱,Younghoe Koo,K,120.0
2024,15,144,Lord of Lakengren,New York,DEF,82.0
2024,15,145,Front Gate Dragon,Khalil Shakir,WR,182.5
2024,15,146,Sportins Squad,Jerry Jeudy,WR,228.6
2024,15,147,OBtoshi Nakamoto,Jordan Addison,WR,211.5
2024,15,148,King Of The North,Dustin Hopkins,K,80.0
2024,15,149,Broken Football,Jake Elliott,K,133.0
2024,15,150,Chili Cheese Burritos,DeAndre Hopkins,WR,147.0
2024,16,151,Chili Cheese Burritos,Unknown Player,Unknown,0.0
2024,16,152,Broken Football,Pittsburgh,DEF,137.0
2024,16,153,King Of The North,Pat Freiermuth,TE,145.8
2024,16,154,OBtoshi Nakamoto,J.K. Dobbins,RB,181.3
2024,16,155,Sportins Squad,Detroit,DEF,117.0
2024,16,156,Front Gate Dragon,Tyler Bass,K,141.0
2024,16,157,Lord of Lakengren,Jason Sanders,K,158.0
2024,16,158,Munchin’ 🐱,Brian Thomas Jr.,WR,266.7
2024,16,159,The Deshaun Rub Down,Greg Zuerlein,K,41.0
2024,16,160,Michael's Neat Team,Cincinnati,DEF,97.0
